Cars,Price,Mileage
2012 Buick LaCrosse 4dr Sdn FWD w/1SU,"$12,000","Mileage 41,290 km"
2015 Toyota Corolla 4dr Sdn CVT LE,"$12,000","Mileage 114,212 km"
2009 Lexus ES 350 4dr Sdn,"$12,000","Mileage 163,000 km"
2014 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$12,000","Mileage 122,655 km"
2015 Toyota Corolla 4dr Sdn Auto CE,"$12,000","Mileage 103,000 km"
2012 Audi A4 4dr Sdn Auto quattro 2.0T Premium Plus,"$12,000","Mileage 150,000 km"
2015 Mazda Mazda3 4dr Sdn Auto GX,"$12,000","Mileage 76,000 km"
2009 Pontiac G8 4dr Sdn GT,"$12,000","Mileage 288,000 km"
2014 Nissan Maxima 4dr Sdn CVT 3.5 SV,"$12,000","Mileage 160,000 km"
2012 Acura TL 4dr Sdn Auto 2WD,"$12,000","Mileage 136,000 km"
2011 Subaru Impreza 4dr Sdn WRX w-Limited Pkg,"$12,000","Mileage 195,000 km"
2016 Nissan Sentra 4dr Sdn CVT SV,"$12,000","Mileage 99,999 km"
2014 Toyota Corolla 4dr Sdn Man S,"$12,000","Mileage 46,050 km"
2017 Hyundai Elantra 4dr Sdn Auto SE,"$12,000","Mileage 61,000 km"
2016 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$12,000","Mileage 160,000 km"
2014 Honda Accord Sedan 4dr I4 Man Sport,"$12,000","Mileage 107,000 km"
2014 Dodge Dart 4dr Sdn GT,"$11,999","Mileage 110,497 km"
2013 Ford Fusion 4dr Sdn SE FWD,"$11,999","Mileage 52,000 km"
2014 Toyota Corolla 4dr Sdn CVT LE,"$11,995","Mileage 90,410 km"
2017 Hyundai Elantra 4dr Sdn Auto GL,"$11,990","Mileage 89,873 km"
2014 Mazda Mazda3 4dr Sdn Auto GT-SKY,"$11,990","Mileage 79,000 km"
2016 Kia Forte 4dr Sdn Auto EX,"$11,960","Mileage 112,000 km"
2010 Audi S4 4dr Sdn S tronic Premium,"$11,950","Mileage 180,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto LT,"$11,900","Mileage 82,700 km"
2016 Kia Forte 4dr Sdn Auto EX w/Sunroof,"$11,900","Mileage 60,000 km"
2015 Volkswagen Passat 4dr Sdn 2.0 TDI Man Trendline,"$11,900","Mileage 103,000 km"
2018 Mercedes-Benz E-Class E 400 4MATIC Sedan,"$52,000","Mileage 52,000 km"
2016 Volkswagen CC 4dr Sdn Highline,"$22,000",Mileage 67 km
2014 BMW 3 Series 4dr Sdn 328d xDrive AWD,"$20,995","Mileage 93,300 km"
2011 Saab 9-5 4dr Sdn Manual Turbo4 FWD,"$16,000","Mileage 200,670 km"
2015 Mazda Mazda3 4dr Sdn Auto GS,"$10,800","Mileage 103,000 km"
2015 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$10,500","Mileage 175,000 km"
2008 Acura TL 4dr Sdn Auto w/Nav Pkg,"$9,500","Mileage 136,323 km"
2006 Dodge Charger 4dr Sdn RWD,"$3,600","Mileage 205,000 km"
2017 Hyundai Elantra 4dr Sdn Auto GL,"$11,900","Mileage 95,000 km"
2011 Lexus ES 350 4dr Sdn,"$11,900","Mileage 182,600 km"
2012 Lincoln MKZ 4dr Sdn FWD,"$11,900","Mileage 87,198 km"
2015 Toyota Corolla 4dr Sdn Auto CE,"$11,800","Mileage 80,000 km"
2016 Toyota Corolla 4dr Sdn CVT LE ECO,"$11,800","Mileage 120,000 km"
2010 Audi S4 4dr Sdn S tronic Premium,"$11,800","Mileage 218,600 km"
2014 Honda Accord Sedan 4dr I4 CVT Touring,"$11,800","Mileage 154,000 km"
2016 Mazda Mazda6 4dr Sdn 2.5L Auto GS,"$11,800","Mileage 95,000 km"
2014 Toyota Camry 4dr Sdn I4 Auto LE,"$11,737","Mileage 124,500 km"
2013 Toyota Camry 4dr Sdn V6 Auto SE,"$11,700","Mileage 104,396 km"
2014 Honda Civic Sedan 4dr CVT LX,"$11,579","Mileage 33,000 km"
2011 Ford Taurus 4dr Sdn SE FWD,"$11,500","Mileage 21,990 km"
2011 Audi A4 4dr Sdn Auto quattro 2.0T Premium Plus,"$11,500","Mileage 126,816 km"
2017 Mitsubishi Mirage G4 SEL CVT,"$11,500","Mileage 30,000 km"
2017 Mitsubishi Mirage G4 SEL CVT,"$11,500","Mileage 29,500 km"
2013 Honda Civic 4dr Auto EX,"$11,500","Mileage 89,000 km"
2008 Acura TL 4dr Sdn Auto Type-S,"$11,500","Mileage 117,325 km"
2015 Kia Forte 4dr Sdn Auto EX,"$11,500","Mileage 60,500 km"
2016 Hyundai Elantra 4dr Sdn Auto Limited,"$11,500","Mileage 95,694 km"
2016 Chrysler 200 4dr Sdn LX FWD,"$11,500","Mileage 67,000 km"
2013 Acura TL 4dr Sdn Auto SH-AWD w/Elite Pkg,"$11,500","Mileage 176,000 km"
2015 Nissan Altima 4dr Sdn I4 CVT 2.5,"$11,355","Mileage 94,000 km"
2015 Chrysler 200 4dr Sdn Limited FWD,"$11,350","Mileage 98,724 km"
2015 Chrysler 200 4dr Sdn Limited FWD,"$11,350","Mileage 98,724 km"
2016 Volkswagen Jetta 4dr 1.4 TSI Man Trendline+,"$11,300","Mileage 53,800 km"
2013 Kia Optima Hybrid 4dr Sdn Hybrid,"$11,264","Mileage 93,300 km"
2015 Honda Civic Sedan 4dr Auto Touring,"$11,250","Mileage 167,000 km"
2015 Mitsubishi Lancer 4dr Sdn CVT SE FWD,"$11,200","Mileage 37,000 km"
2012 Buick Regal 4dr Sdn GS w/1SX,"$11,000","Mileage 133,000 km"
2012 Honda Civic 4dr Man EX,"$11,000","Mileage 71,800 km"
2013 Audi A4 4dr Sdn Auto Premium quattro,"$11,000","Mileage 159,000 km"
2015 Toyota Corolla 4dr Sdn CVT LE,"$11,000","Mileage 13,028 km"
2010 Honda Civic 4dr Man Si,"$11,000","Mileage 163,000 km"
2013 Hyundai Sonata 4dr Sdn 2.0T Auto Limited,"$11,000","Mileage 122,000 km"
2015 Hyundai Elantra 4dr Sdn Auto Sport Appearance,"$11,000","Mileage 56,300 km"
2012 Volkswagen Passat 4dr Sdn 2.5L Auto Highline,"$11,000","Mileage 128,000 km"
2013 Honda Civic 4dr Auto LX,"$11,000","Mileage 114,000 km"
2013 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$11,000","Mileage 120,000 km"
2014 Dodge Dart 4dr Sdn Limited,"$11,000","Mileage 60,000 km"
2007 Audi A6 4dr Sdn 4.2L,"$11,000","Mileage 98,000 km"
2010 BMW 3 Series 4dr Sdn 335i xDrive AWD,"$11,000","Mileage 106,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto LT,"$11,000","Mileage 74,800 km"
2014 MINI Cooper Countryman ALL4 4dr S,"$11,000","Mileage 140,318 km"
2014 Honda Accord 2dr I4 Man EX,"$11,000","Mileage 170,000 km"
2015 Volkswagen Jetta 4dr 2.0L Man Trendline+,"$11,000","Mileage 44,000 km"
2014 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$11,000","Mileage 91,000 km"
2015 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$11,000","Mileage 113,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto LT,"$10,999","Mileage 118,000 km"
2015 Chrysler 200 4dr Sdn Limited FWD,"$10,999","Mileage 98,724 km"
2013 Kia Optima 4dr Sdn Auto SX,"$10,999","Mileage 157,000 km"
2012 Toyota Camry 4dr Sdn I4 Auto LE,"$10,999","Mileage 74,500 km"
2015 Mitsubishi Lancer 4dr Sdn Man SE FWD,"$10,999","Mileage 109,500 km"
2008 Mercedes-Benz C-Class 4dr Sdn 3.5L RWD,"$10,999","Mileage 147,000 km"
2016 Volkswagen Jetta 4dr 1.4 TSI Auto Trendline+,"$10,990","Mileage 103,000 km"
2012 Honda Accord Sedan 4dr I4 Auto SE,"$10,990","Mileage 124,000 km"
2015 Mazda Mazda6 4dr Sdn 2.5L Auto GT,"$10,900","Mileage 74,900 km"
2014 Volkswagen Jetta 4dr 2.0 TDI DSG Trendline,"$10,900","Mileage 133,000 km"
2014 Volkswagen Passat 4dr Sdn 2.0 TDI DSG Comfortline,"$10,900","Mileage 80,462 km"
2013 Ford Fusion 4dr Sdn SE FWD,"$10,900","Mileage 48,000 km"
2015 Toyota Corolla 4dr Sdn CVT LE ECO,"$10,899","Mileage 105,000 km"
2013 Honda Civic 4dr Auto LX,"$10,888","Mileage 109,405 km"
2010 BMW 5 Series 4dr Sdn 535i xDrive AWD,"$10,888","Mileage 123,280 km"
2015 Chevrolet Cruze 4dr Sdn 2LT,"$10,800","Mileage 91,400 km"
2014 Toyota Corolla 4dr Sdn CVT LE ECO,"$10,800","Mileage 120,000 km"
2015 Mazda Mazda3 4dr Sdn Auto GS,"$10,800","Mileage 103,000 km"
2013 Honda Civic 4dr Auto LX,"$10,775","Mileage 98,000 km"
2017 Hyundai Elantra 4dr Sdn Auto Limited SE,"$10,755","Mileage 192,000 km"
2015 Honda Civic Sedan 4dr Auto LX,"$10,750","Mileage 47,000 km"
2014 Hyundai Elantra 4dr Sdn Auto GL,"$10,600","Mileage 97,000 km"
2013 Toyota Camry 4dr Sdn I4 Auto SE,"$10,600","Mileage 189,000 km"
2014 Volkswagen Passat 4dr Sdn 2.0 TDI Man Highline,"$10,500","Mileage 150,000 km"
2012 Acura TL 4dr Sdn Auto SH-AWD w/Tech Pkg,"$10,500","Mileage 210,000 km"
2015 Chevrolet Cruze 4dr Sdn 1LT,"$10,500","Mileage 135,000 km"
2011 Lincoln MKS 4dr Sdn 3.7L AWD,"$10,500","Mileage 190,000 km"
2011 Audi A6 4dr Sdn quattro 3.0L Progressiv,"$10,500","Mileage 150,579 km"
2013 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$10,500","Mileage 23,200 km"
2009 Acura TSX 4dr Sdn Man w/Tech Pkg,"$10,500","Mileage 162,000 km"
2009 Acura TSX 4dr Sdn Man w/Tech Pkg,"$10,500","Mileage 162,000 km"
2011 Kia Optima 4dr Sdn LX+,"$10,500","Mileage 58,765 km"
2014 Toyota Corolla 4dr Sdn CVT LE,"$10,500","Mileage 98,000 km"
2016 Ford Focus 4dr Sdn SE,"$10,500","Mileage 600,250 km"
2011 Dodge Charger 4dr Sdn SXT Plus RWD *Ltd Avail*,"$10,500","Mileage 134,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto LT,"$10,500","Mileage 64,500 km"
2013 Toyota Corolla 4dr Sdn Auto S,"$10,500","Mileage 109,000 km"
2014 Honda Civic 2dr Man LX,"$10,500","Mileage 141,000 km"
2013 Volkswagen Jetta 4dr 2.5L Man Highline,"$10,500","Mileage 117,000 km"
2006 Lexus GS 430 4dr Sdn,"$10,500","Mileage 222,300 km"
2013 Honda Civic 4dr Auto EX,"$10,500","Mileage 99,700 km"
2015 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$10,500","Mileage 175,000 km"
2015 Fiat 500L 5dr HB Pop,"$10,500","Mileage 58,500 km"
2013 Ford Fusion 4dr Sdn Titanium AWD,"$10,500","Mileage 120,000 km"
2014 Honda Accord Sedan 4dr I4 CVT EX-L,"$10,500","Mileage 178,000 km"
2013 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$10,500","Mileage 84,900 km"
2015 Volkswagen Jetta 4dr 1.8 TSI Auto Highline,"$10,500","Mileage 133,000 km"
2014 Cadillac ATS 4dr Sdn 2.0L Luxury AWD,"$10,500","Mileage 108,000 km"
2012 Toyota Camry 4dr Sdn I4 Auto SE,"$10,499","Mileage 155,000 km"
2016 Nissan Sentra 4dr Sdn CVT SL,"$10,499","Mileage 590,000 km"
2014 Chevrolet Cruze 4dr Sdn LTZ,"$10,495","Mileage 120,000 km"
2014 Chevrolet Cruze 4dr Sdn LTZ,"$10,495","Mileage 120,000 km"
2016 Mazda Mazda6 4dr Sdn 2.5L Auto GT,"$10,300","Mileage 207,800 km"
2018 Nissan Sentra SV CVT,"$16,000","Mileage 21,500 km"
2016 Chevrolet Malibu 4dr Sdn LT,"$15,000","Mileage 17,000 km"
2014 Volkswagen Passat 4dr Sdn 1.8 TSI Auto Highline,"$12,999","Mileage 99,800 km"
2014 Toyota Corolla 4dr Sdn CVT LE,"$12,995","Mileage 18,077 km"
2016 Hyundai Elantra 4dr Sdn Auto Limited,"$11,500","Mileage 95,694 km"
2006 Audi A8 L 4dr Sdn 4.2L quattro LWB Auto,"$6,150","Mileage 255,125 km"
2010 Mazda Mazda3 4dr Sdn Man GX,"$4,400","Mileage 148,000 km"
2010 Honda Accord Sedan 4dr V6 Auto EX-L,"$2,890","Mileage 95,000 km"
2012 Buick Regal 4dr Sdn w/1SL,"$10,200","Mileage 59,000 km"
2014 Volkswagen Jetta 4dr 1.8 TSI Man Highline,"$10,200","Mileage 123,763 km"
2016 Chrysler 200 4dr Sdn LX FWD,"$10,200","Mileage 49,240 km"
2017 Kia Rio 4dr Sdn Auto LX+,"$10,200","Mileage 71,300 km"
2013 Chevrolet Malibu 4dr Sdn LS w/1SA,"$10,199","Mileage 36,000 km"
2008 BMW 5 Series 4dr Sdn 535i RWD,"$10,000","Mileage 153,200 km"
2016 Nissan Sentra 4dr Sdn CVT S,"$10,000","Mileage 76,000 km"
2015 Toyota Corolla 4dr Sdn CVT LE,"$10,000","Mileage 133,028 km"
2015 Mazda Mazda3 4dr Sdn Auto GS,"$10,000","Mileage 76,000 km"
2007 Toyota Camry Hybrid 4dr Hybrid,"$10,000","Mileage 200,000 km"
2012 Acura TL 4dr Sdn Auto SH-AWD w/Elite Pkg,"$10,000","Mileage 204,000 km"
2014 Honda Civic 2dr CVT LX,"$10,000","Mileage 85,600 km"
2014 Fiat 500L 5dr HB Trekking,"$10,000","Mileage 39,000 km"
2012 Honda Civic 4dr Auto LX,"$10,000","Mileage 125,000 km"
2012 Acura TSX 4dr Sdn I4 Man w/Premium Pkg,"$10,000","Mileage 130,000 km"
2017 Mazda Mazda3 4dr Sdn Auto GS,"$10,000","Mileage 123,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto LT,"$10,000","Mileage 125,000 km"
2011 Volkswagen Jetta 4dr 2.0T TDI DSG Comfortline,"$10,000","Mileage 120,000 km"
2016 Nissan Altima 4dr Sdn I4 CVT 2.5,"$10,000","Mileage 170,000 km"
2014 Volkswagen Passat 4dr Sdn 1.8 TSI Auto Comfortline,"$10,000","Mileage 155,000 km"
2009 Acura TSX 4dr Sdn Auto w/Tech Pkg,"$10,000","Mileage 157,000 km"
2013 Honda Civic 4dr Man EX,"$10,000","Mileage 121,383 km"
2011 BMW 3 Series 4dr Sdn 328i xDrive AWD Exec Ed,"$10,000","Mileage 178,000 km"
2011 Toyota Camry 4dr Sdn V6 Auto LE,"$10,000","Mileage 88,800 km"
2015 Toyota Corolla 4dr Sdn CVT LE ECO,"$10,000","Mileage 130,000 km"
2009 Mercedes-Benz C-Class 4dr Sdn 2.5L 4MATIC,"$10,000","Mileage 160,000 km"
2009 Honda Civic 4dr Auto Sport,"$10,000","Mileage 110,000 km"
2009 Honda Civic 4dr Auto Sport,"$10,000","Mileage 110,000 km"
2015 Chevrolet Cruze 4dr Sdn 1LT,"$9,999","Mileage 84,000 km"
2010 Mercedes-Benz C-Class 4dr Sdn C250 RWD,"$9,999","Mileage 140,000 km"
2016 Mazda Mazda3 4dr Sdn Auto GS,"$9,999","Mileage 92,000 km"
2014 Mazda Mazda6 4dr Sdn 2.5L Auto GT,"$9,999","Mileage 266,000 km"
2009 Hyundai Genesis 4dr Sdn V8 w/Technology Pkg,"$9,999","Mileage 148,000 km"
2014 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$9,999","Mileage 175,172 km"
2010 Lincoln MKZ 4dr Sdn AWD,"$9,999","Mileage 100,973 km"
2013 Hyundai Elantra 4dr Sdn Man GL *Ltd Avail*,"$9,999","Mileage 128,000 km"
2011 BMW 3 Series 4dr Sdn 328i xDrive AWD Exec Ed,"$9,999","Mileage 160,000 km"
2005 BMW 3 Series 4dr Sdn AWD 330xi,"$9,999","Mileage 195,000 km"
2010 Audi S4 4dr Sdn S tronic Premium,"$9,999","Mileage 220,100 km"
2012 Buick Verano 4dr Sdn w/1SB,"$9,999","Mileage 104,510 km"
2011 BMW 3 Series 4dr Sdn 323i RWD,"$9,995","Mileage 140,000 km"
2013 Cadillac ATS 4dr Sdn 2.0L RWD,"$9,990","Mileage 175,000 km"
2010 Honda Insight 5dr CVT LX,"$9,990","Mileage 215,000 km"
2013 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$9,990","Mileage 52,500 km"
2012 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,"$9,990","Mileage 137,000 km"
2016 Mazda Mazda3 4dr Sdn Man GT,"$9,980","Mileage 98,000 km"
2010 Acura TL 4dr Sdn Auto SH-AWD w/Tech Pkg,"$9,975","Mileage 166,875 km"
2015 Mitsubishi Lancer 4dr Sdn CVT SE AWD,"$9,950","Mileage 157,000 km"
2008 Honda Accord 4dr I4 Auto EX,"$9,950","Mileage 58,000 km"
2013 Volkswagen Passat 4dr Sdn 2.0 TDI DSG Highline,"$9,900","Mileage 136,251 km"
2009 Lexus ES 350 4dr Sdn,"$9,900","Mileage 165,108 km"
2015 Hyundai Elantra 4dr Sdn Auto GLS,"$9,900","Mileage 70,000 km"
2013 Kia Optima Hybrid 4dr Sdn Hybrid Premium,"$9,900","Mileage 135,000 km"
2010 Toyota Corolla 4dr Sdn Auto CE,"$9,860","Mileage 89,000 km"
2015 Nissan Sentra 4dr Sdn CVT S,"$9,800","Mileage 111,855 km"
2010 Cadillac CTS 4dr Sdn 3.0L AWD,"$9,800","Mileage 132,131 km"
2013 Honda Accord 2dr I4 Auto EX,"$9,800","Mileage 200,000 km"
2016 Kia Rio 4dr Sdn Auto LX+,"$9,800","Mileage 65,500 km"
2012 Honda Civic 4dr Auto LX,"$9,799","Mileage 117,734 km"
2011 BMW 3 Series 4dr Sdn 328i xDrive AWD Exec Ed,"$9,750","Mileage 121,334 km"
2015 Nissan Sentra 4dr Sdn Man SV,"$9,750","Mileage 116,500 km"
2015 Ford Fusion 4dr Sdn SE FWD,"$9,700","Mileage 127,000 km"
2014 Kia Optima 4dr Sdn Auto LX,"$9,700","Mileage 100,000 km"
2009 Acura TSX 4dr Sdn Auto,"$9,550","Mileage 162,000 km"
2014 Hyundai Elantra 4dr Sdn Auto GLS,"$9,500","Mileage 91,800 km"
2013 Toyota Corolla 4dr Sdn Man S,"$9,500","Mileage 96,000 km"
2015 Mazda Mazda3 4dr Sdn Auto GS,"$9,500","Mileage 137,000 km"
2013 Hyundai Sonata 4dr Sdn 2.4L Auto SE,"$9,500","Mileage 165,000 km"
2013 Volkswagen Jetta 4dr 2.0T TDI DSG Highline,"$9,500","Mileage 108,000 km"
2009 Audi A4 4dr Sdn Man 2.0T quattro Premium,"$9,500","Mileage 143,000 km"
2011 Hyundai Sonata 4dr Sdn 2.0L Auto Limited w-Nav,"$9,500","Mileage 123,000 km"
2012 Acura TL 4dr Sdn Auto 2WD w/Tech Pkg,"$9,500","Mileage 171,000 km"
2017 Nissan Sentra 4dr Sdn CVT S,"$9,500","Mileage 74,000 km"
2015 Mazda Mazda3 4dr HB Sport Auto GX,"$9,500","Mileage 108,707 km"
2014 Ford Focus 4dr Sdn SE,"$9,500","Mileage 34,000 km"
2015 Mazda Mazda3 4dr Sdn Man GT,"$9,500","Mileage 148,000 km"
2018 Chevrolet Cruze 4dr Sdn 1.4L LT w/1SC,"$9,500","Mileage 871,448 km"
2011 Audi A4 4dr Sdn Auto quattro 2.0T Anniversary Edition,"$9,500","Mileage 190,000 km"
2013 Hyundai Sonata 4dr Sdn 2.0T Auto Limited w/Navi,"$9,500","Mileage 107,000 km"
2013 Toyota Corolla 4dr Sdn Auto LE,"$9,500","Mileage 101,000 km"
2015 Chevrolet Cruze 4dr Sdn 1LS,"$9,500","Mileage 81,000 km"
2006 Audi S4 2006.5 4dr Sdn quattro Auto,"$9,500","Mileage 190,000 km"
2011 Volkswagen Jetta 4dr 2.5L Auto Comfortline,"$9,500","Mileage 117,863 km"
2011 BMW 3 Series 4dr Sdn 328i xDrive AWD Exec Ed,"$9,500","Mileage 117,000 km"
2015 Volkswagen Jetta 4dr 2.0 TDI Man Trendline+,"$9,500","Mileage 101,000 km"
2008 Acura TL 4dr Sdn Auto w/Nav Pkg,"$9,500","Mileage 136,323 km"
2013 Toyota Corolla 4dr Sdn Auto S,"$9,500","Mileage 110,000 km"
2016 Hyundai Sonata 4dr Sdn 2.4L Auto Limited,"$9,500","Mileage 119,000 km"
2006 Audi S4 2006 4dr Sdn quattro Manual,"$9,500","Mileage 143,112 km"
2013 Honda Civic 4dr Auto LX,"$9,494","Mileage 60,000 km"
2012 Volkswagen Passat 4dr Sdn 2.0 TDI DSG Highline,"$9,400","Mileage 134,500 km"
2013 Kia Optima 4dr Sdn Auto LX,"$9,353","Mileage 70,000 km"
2012 Audi A3 4dr HB S tronic FrontTrak TDI Progressiv,"$9,300","Mileage 131,000 km"
2011 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,"$9,300","Mileage 200,000 km"
2012 Honda Civic 4dr Auto LX,"$9,300","Mileage 96,922 km"
2012 Buick Verano 4dr Sdn w-1SB,"$9,300","Mileage 53,092 km"
2014 Ford Fusion 4dr Sdn SE FWD,"$9,300","Mileage 152,000 km"
2012 Ford Focus 4dr Sdn SE,"$9,250","Mileage 49,500 km"
2015 Chevrolet Cruze 4dr Sdn 1LT,"$9,250","Mileage 134,000 km"
2013 Toyota Corolla 4dr Sdn Auto LE,"$9,200","Mileage 150,200 km"
2018 Mercedes-Benz E-Class E 400 4MATIC Sedan,"$52,000","Mileage 52,000 km"
2016 BMW 5 Series 4dr Sdn 550i xDrive AWD,"$40,888","Mileage 69,700 km"
2016 Volkswagen CC 4dr Sdn Highline,"$22,000",Mileage 67 km
2015 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$10,500","Mileage 175,000 km"
2009 BMW 3 Series 4dr Sdn 323i RWD,"$5,800","Mileage 165,000 km"
2008 Chrysler 300 4dr Sdn 300 Limited RWD,"$3,950","Mileage 222,000 km"
2006 Dodge Charger 4dr Sdn RWD,"$3,600","Mileage 205,000 km"
2003 Jaguar S-Type 4dr Sdn V6,"$2,500","Mileage 169,439 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$9,144","Mileage 91,400 km"
2015 Nissan Sentra 4dr Sdn CVT S,"$9,131","Mileage 114,000 km"
2014 Volkswagen Passat 4dr Sdn 1.8 TSI Auto Highline,"$9,100","Mileage 158,400 km"
2004 Audi A8 L 4dr Sdn 4.2L quattro AWD LWB Auto,"$9,000","Mileage 180,000 km"
2013 Kia Optima Hybrid 4dr Sdn Hybrid,"$9,000","Mileage 165,000 km"
2008 Audi A4 4dr Sdn Auto 2.0T quattro,"$9,000","Mileage 170,000 km"
2013 Volkswagen CC 4dr DSG Sportline,"$9,000","Mileage 154,000 km"
2013 Ford Escape FWD 4dr SE,"$9,000","Mileage 120,000 km"
2011 Toyota Camry 4dr Sdn V6 Auto SE,"$9,000","Mileage 155,000 km"
2010 Toyota Corolla 4dr Sdn Auto CE,"$9,000","Mileage 135,000 km"
2013 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$9,000","Mileage 145,000 km"
2014 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$9,000","Mileage 115,000 km"
2014 Mazda Mazda6 4dr Sdn 2.5L Auto GT,"$9,000","Mileage 266,000 km"
2009 Mitsubishi Lancer 4dr Sdn CVT SE,"$9,000","Mileage 68,000 km"
2010 Chrysler 300 4dr Sdn Touring RWD,"$9,000","Mileage 175,000 km"
2014 Ford Focus 4dr Sdn SE,"$9,000","Mileage 125,000 km"
2009 Mitsubishi Lancer 4dr Sdn CVT SE,"$9,000","Mileage 69,000 km"
2012 Honda Civic 4dr Auto LX,"$9,000","Mileage 110,000 km"
2016 Chrysler 200 4dr Sdn LX FWD,"$9,000","Mileage 169,000 km"
2013 Nissan Altima 4dr Sdn I4 CVT 2.5 SV,"$9,000","Mileage 178,539 km"
2012 Mazda Mazda3 4dr Sdn Auto GS-SKY,"$9,000","Mileage 57,000 km"
2014 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$9,000","Mileage 55,000 km"
2015 Chevrolet Cruze 4dr Sdn LTZ,"$9,000","Mileage 114,000 km"
2014 Nissan Sentra 4dr Sdn CVT S,"$9,000","Mileage 81,000 km"
2007 Lexus GS 350 4dr Sdn AWD,"$9,000","Mileage 190,000 km"
2010 Acura CSX 4dr Sdn Auto Tech Pkg,"$9,000","Mileage 160,000 km"
2016 Chevrolet Cruze 4dr Sdn LT w/2LT,"$9,000","Mileage 109,750 km"
2010 Lexus ES 350 4dr Sdn,"$9,000","Mileage 192,000 km"
2013 Honda Civic 4dr Auto LX,"$9,000","Mileage 108,000 km"
2012 Chevrolet Malibu 4dr Sdn LT,"$9,000","Mileage 87,000 km"
2012 Honda Civic 4dr Auto LX,"$9,000","Mileage 110,000 km"
2014 Chrysler 300 4dr Sdn SRT RWD,"$9,000","Mileage 271,000 km"
2014 BMW 3 Series 4dr Sdn 320i xDrive AWD,"$9,000","Mileage 135,000 km"
2013 Honda Civic 4dr Auto LX,"$8,999","Mileage 235,000 km"
2012 Chevrolet Cruze 4dr Sdn LT Turbo+ w/1SB,"$8,999","Mileage 91,000 km"
2014 Chrysler 200 4dr Sdn LX,"$8,999","Mileage 16,259 km"
2010 Mercedes-Benz C-Class 4dr Sdn C300 4MATIC,"$8,999","Mileage 176,000 km"
2013 Honda Accord Sedan 4dr I4 Auto EX-L,"$8,999","Mileage 225,000 km"
2014 Dodge Dart 4dr Sdn Limited,"$8,999","Mileage 125,000 km"
2016 Nissan Sentra 4dr Sdn CVT SL,"$8,999","Mileage 125,000 km"
2013 Honda Accord 2dr I4 Auto EX,"$8,999","Mileage 99,765 km"
2012 Honda Civic 4dr Auto EX,"$8,999","Mileage 120,999 km"
2012 Honda Civic 4dr Auto EX,"$8,999","Mileage 120,999 km"
2013 Honda Accord Sedan 4dr I4 Man Sport,"$8,999","Mileage 99,678 km"
2008 Lexus GS 350 4dr Sdn RWD,"$8,995","Mileage 129,111 km"
2008 Audi A6 4dr Sdn 3.2L,"$8,995","Mileage 112,000 km"
2014 Ford Fusion 4dr Sdn SE AWD,"$8,995","Mileage 123,506 km"
2013 Toyota Corolla 4dr Sdn Auto S,"$8,990","Mileage 223,566 km"
2011 Audi A3 4dr HB Man FrontTrak 2.0T Premium,"$8,988","Mileage 134,000 km"
2007 Acura TSX 4dr Sdn MT w-Navigation,"$8,950","Mileage 189,000 km"
2013 Volkswagen CC 4dr DSG Sportline,"$8,900","Mileage 161,000 km"
2013 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$8,900","Mileage 105,000 km"
2009 Jaguar XF 4dr Sdn Premium Luxury,"$8,900","Mileage 113,000 km"
2014 Kia Rio 4dr Sdn Auto LX+ ECO,"$8,900","Mileage 74,750 km"
2013 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$8,900","Mileage 134,096 km"
2013 Dodge Charger 4dr Sdn SE RWD,"$8,800","Mileage 109,000 km"
2012 Honda Civic 4dr Auto EX,"$8,800","Mileage 150,000 km"
2013 Hyundai Elantra 4dr Sdn Man GL,"$8,800","Mileage 94,000 km"
2013 Hyundai Accent 4dr Sdn Auto GLS,"$8,800","Mileage 76,000 km"
2015 Hyundai Elantra 4dr Sdn Auto GL,"$8,700","Mileage 91,000 km"
2010 Mercedes-Benz C-Class 4dr Sdn C250 4MATIC,"$8,650",Mileage 180 km
2013 Hyundai Elantra 4dr Sdn Auto GLS,"$8,599","Mileage 95,400 km"
